t,theta_deg,rate_dps,wheel_rpm,duty,phase
0.0,16.0,0.0,0.0,-1,SPINUP
0.002,16.0,0.0,-6.436476596174447,-1,SPINUP
0.004,16.0,0.0,-12.801832631651454,-1,SPINUP
0.006,16.0,0.0,-19.096853960939825,-1,SPINUP
0.008,16.0,0.0,-25.32231775516197,-1,SPINUP
0.01,16.0,0.0,-31.47899259800195,-1,SPINUP
0.012,16.0,0.0,-37.56763858059332,-1,SPINUP
0.014,16.0,0.0,-43.5890073953585,-1,SPINUP
0.016,16.0,0.0,-49.543842428811296,-1,SPINUP
0.018000000000000002,16.0,0.0,-55.43287885333392,-1,SPINUP
0.02,16.0,0.0,-61.256843717939944,-1,SPINUP
0.022,16.0,0.0,-67.0164560380344,-1,SPINUP
0.024,16.0,0.0,-72.71242688418201,-1,SPINUP
0.026000000000000002,16.0,0.0,-78.34545946989454,-1,SPINUP
0.028,16.0,0.0,-83.91624923844823,-1,SPINUP
0.03,16.0,0.0,-89.42548394874186,-1,SPINUP
0.032,16.0,0.0,-94.87384376020609,-1,SPINUP
0.034,16.0,0.0,-100.26200131677466,0.0,KICK
0.036000000000000004,16.0,0.0,-99.92835103845167,0.0,KICK
0.038,16.0,0.0,-99.5958110761683,0.0,KICK
0.04,16.0,0.0,-99.26437773503264,0.0,KICK
0.042,16.0,0.0,-98.9340473324486,0.0,KICK
0.044,16.0,0.0,-98.60481619807497,0.0,KICK
0.046,16.0,0.0,-98.27668067378468,0.0,KICK
0.048,16.0,0.0,-97.94963711362406,0.0,KICK
0.05,16.0,0.0,-97.62368188377242,0.0,KICK
0.052000000000000005,16.0,0.0,-97.29881136250161,0.0,KICK
0.054,16.0,0.0,-96.97502194013585,0.0,KICK
0.056,16.0,0.0,-96.65231001901155,0.0,KICK
0.058,16.0,0.0,-96.33067201343736,0.0,KICK
0.06,16.0,0.0,-96.0101043496544,0.0,KICK
0.062,16.0,0.0,-95.69060346579641,0.0,KICK
0.064,16.0,0.0,-95.37216581185028,0.0,KICK
0.066,16.0,0.0,-95.0547878496166,0.0,KICK
0.068,16.0,0.0,-94.73846605267028,0.0,KICK
0.07,16.0,0.0,-94.42319690632145,0.0,KICK
0.07200000000000001,16.0,0.0,-94.10897690757632,0.0,KICK
0.074,16.0,0.0,-93.79580256509837,0.0,KICK
0.076,16.0,0.0,-93.48367039916947,0.0,KICK
0.078,16.0,0.0,-93.1725769416512,0.0,KICK
0.08,16.0,0.0,-92.86251873594641,0.0,KICK
0.082,16.0,0.0,-92.55349233696072,0.0,KICK
0.084,16.0,0.0,-92.24549431106429,0.0,KICK
0.08600000000000001,16.0,0.0,-91.93852123605369,1,KICK
0.088,15.999199077853328,-0.7983820142820849,-88.20199002789658,1,KICK
0.09,15.996816540498932,-1.5816608518418458,-84.48615977056696,1,KICK
0.092,15.992882321783638,-2.3501083461009658,-80.79091577765077,1,KICK
0.094,15.98742581590269,-3.1039923270790624,-77.11614399811417,1,KICK
0.096,15.980475885335819,-3.8435766919256475,-73.46173101278336,1,KICK
0.098,15.972060868643469,-4.569121474235025,-69.827564030844,1,KICK
0.1,15.962208588125574,-5.280882912171349,-66.21353088636,1,KICK
0.10200000000000001,15.950946357345273,-5.979113515430556,-62.61952003481163,1,KICK
0.10400000000000001,15.938300988519845,-6.66406213106533,-59.04542054965273,1,KICK
0.106,15.924298799781074,-7.335974008198776,-55.49112211888708,1,KICK
0.108,15.908965622307326,-7.995090861651954,-51.95651504166366,1,KICK
0.11,15.892326807329395,-8.64165093450987,-48.44149022489088,1,KICK
0.112,15.874407233012287,-9.275889059650117,-44.94593917986942,1,KICK
0.114,15.855231311214947,-9.898036720257716,-41.469754018943874,1,KICK
0.116,15.834822994129956,-10.508322109349388,-38.012827452172814,1,KICK
0.11800000000000001,15.813205780805154,-11.106970188329841,-34.57505278401743,1,KICK
0.12,15.7904027235491,-11.694202744602295,-31.15632391004839,1,KICK
0.122,15.766436434222232,-12.270238448254918,-27.756535313671034,1,KICK
0.124,15.741329090415563,-12.83529290784446,-24.375582062868677,1,KICK
0.126,15.715102441518708,-13.389578725297836,-21.013359806963955,1,KICK
0.128,15.68777781467895,-13.933305549952042,-17.669764773398118,1,KICK
0.13,15.659376120653086,-14.466680131752259,-14.34469376452816,1,KICK
0.132,15.629917859553704,-14.989906373627694,-11.038044154441707,1,KICK
0.134,15.599423126491502,-15.503185383064137,-7.749713885789535,1,KICK
